customerID,MonthlyCharges,TotalCharges,genero_bi,es_adultoMayor,pareja_bi,dependiente_bi,tiempo_servicio_bi,Multiple_lineas_bi,InternetService_bi,Servicio_Telefonico_bi,proteccion_equipo_bi,Respaldo_info_bi,Soporte_tecnico_bi,Streaming_bi,streaming_peliculas_bi,contrato_bi,Faturacion_electronica_bi,FormaPago_bi,Churn_bi
1735-XMJVH,19.35,152.6,Masculino,No,Si,Si,7-12,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
6890-PFRQX,69.5,1199.4,Masculino,No,No,No,13-24,Si,DSL,Si,Si,No,No,Si,No,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
0222-CNVPT,48.8,2555.05,Masculino,Si,No,No,49-60,Sin Servicio Telefonico,DSL,No,No,No,No,Si,Si,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
5899-OUVKV,94.5,2979.2,Masculino,No,No,No,25-36,No,Fibra Optica,Si,No,Si,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
8681-ICONS,20.65,654.85,Masculino,No,Si,Si,25-36,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
1621-YNCJH,106.05,3834.4,Femenino,No,Si,No,25-36,Si,Fibra Optica,Si,Si,Si,Si,No,Si,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
3473-XIIIT,100.0,1534.75,Femenino,No,Si,No,13-24,Si,Fibra Optica,Si,No,Si,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
6362-QHAFM,108.3,4586.15,Masculino,No,Si,No,37-48,Si,Fibra Optica,Si,Si,No,Si,Si,Si,Dos Años,Si,Cheque Electronico,Clientes Retenidos
7893-IXHRQ,20.55,20.55,Masculino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
3070-BDOQC,99.65,5941.05,Femenino,No,No,No,49-60,No,Fibra Optica,Si,Si,Si,No,Si,Si,Un Año,Si,Cheque Electronico,Clientes Retenidos
2952-QAYZF,85.3,424.15,Masculino,No,No,No,1-6,Si,Fibra Optica,Si,Si,Si,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
6234-PFPXL,95.9,2234.95,Masculino,No,Si,No,13-24,Si,Fibra Optica,Si,No,No,Si,Si,No,Mes a Mes,No,Tarjeta de Credito,Clientes Retenidos
9824-QCJPK,20.0,666.75,Masculino,No,Si,No,25-36,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Cheque por Correo,Clientes Retenidos
4763-PGDPO,70.4,281,Femenino,No,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
4283-IVYCI,64.95,547.8,Masculino,No,No,No,7-12,No,DSL,Si,No,No,Si,No,Si,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
1866-OBPNR,74.6,74.6,Masculino,No,Si,Si,1-6,No,Fibra Optica,Si,No,Si,No,No,No,Mes a Mes,No,Tarjeta de Credito,Clientes Retenidos
8205-MQUGY,49.2,571.15,Masculino,No,Si,Si,7-12,No,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
8970-ANWXO,73.75,1756.6,Femenino,No,No,No,13-24,Si,DSL,Si,No,No,Si,Si,Si,Dos Años,Si,Cheque por Correo,Clientes Retenidos
9480-BQJEI,92.3,5731.45,Masculino,No,No,No,> 60,Si,Fibra Optica,Si,No,Si,No,No,Si,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
5394-SVGJV,98.8,3475.55,Masculino,No,No,No,37-48,Si,Fibra Optica,Si,No,No,Si,Si,Si,Mes a Mes,No,Transferencia Bancaria,Clientes No Retenidos
6979-TNDEU,19.2,156.85,Femenino,No,No,No,7-12,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
9777-WJJPR,88.65,2683.2,Masculino,No,Si,No,25-36,Si,Fibra Optica,Si,Si,No,No,Si,No,Mes a Mes,No,Tarjeta de Credito,Clientes Retenidos
9283-LZQOH,74.4,896.75,Masculino,No,Si,Si,13-24,Si,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes No Retenidos
7079-QRCBC,98.75,2407.3,Femenino,No,No,No,13-24,Si,Fibra Optica,Si,Si,No,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
9495-SKLKD,95.95,4456.65,Masculino,No,Si,Si,37-48,Si,Fibra Optica,Si,Si,Si,No,No,Si,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
6048-UWKAL,105.4,6998.95,Femenino,Si,Si,No,> 60,Si,Fibra Optica,Si,No,Si,Si,Si,Si,Un Año,No,Tarjeta de Credito,Clientes Retenidos
5067-DGXLL,20.25,36.8,Masculino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
5469-CTCWN,106.0,6547.7,Masculino,No,Si,Si,> 60,Si,Fibra Optica,Si,No,Si,No,Si,Si,Dos Años,Si,Cheque Electronico,Clientes No Retenidos
9851-QXEEQ,104.7,4346.4,Masculino,No,No,No,37-48,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
6281-FKEWS,49.05,2265,Femenino,No,No,No,37-48,Sin Servicio Telefonico,DSL,No,Si,No,No,Si,Si,Dos Años,Si,Cheque Electronico,Clientes Retenidos
8898-KASCD,35.55,1309.15,Masculino,No,No,No,37-48,Sin Servicio Telefonico,DSL,No,Si,No,Si,No,No,Dos Años,No,Cheque por Correo,Clientes Retenidos
9242-TKFSV,65.1,4754.3,Masculino,No,Si,Si,> 60,Sin Servicio Telefonico,DSL,No,Si,Si,Si,Si,Si,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
9290-SHCMB,96.85,1235.55,Femenino,Si,No,No,13-24,No,Fibra Optica,Si,Si,No,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
0743-HNPFG,69.75,3562.5,Femenino,No,Si,Si,49-60,No,DSL,Si,No,Si,Si,No,Si,Dos Años,Si,Tarjeta de Credito,Clientes Retenidos
2277-BKJKN,99.2,7213.75,Femenino,Si,Si,No,> 60,No,Fibra Optica,Si,Si,Si,No,Si,Si,Un Año,Si,Cheque Electronico,Clientes Retenidos
9809-IMGCQ,96.7,2082.95,Masculino,Si,No,No,13-24,Si,Fibra Optica,Si,No,No,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
5208-HFSBT,55.05,102.75,Femenino,No,No,No,1-6,No,DSL,Si,No,Si,Si,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes No Retenidos
5035-PGZXH,106.8,5914.4,Femenino,No,No,No,49-60,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Dos Años,Si,Cheque Electronico,Clientes Retenidos
8695-WDYEA,51.25,51.25,Masculino,No,No,No,1-6,No,DSL,Si,No,No,No,No,No,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
6543-JXSOO,57.75,1282.85,Femenino,No,Si,Si,13-24,No,DSL,Si,No,Si,Si,No,No,Dos Años,Si,Cheque por Correo,Clientes Retenidos
8016-ZMGMO,70.85,4738.85,Femenino,Si,Si,No,> 60,Si,DSL,Si,Si,Si,No,Si,No,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
8605-ITULD,19.55,19.55,Femenino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
3254-YRILK,88.2,1775.8,Masculino,Si,No,No,13-24,Si,Fibra Optica,Si,No,Si,No,Si,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
6416-YJTTB,79.5,795.65,Masculino,No,No,No,7-12,No,Fibra Optica,Si,Si,No,No,No,No,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
2667-WYLWJ,19.75,145,Femenino,No,Si,Si,7-12,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,Si,Cheque por Correo,Clientes No Retenidos
4472-VESGY,98.15,4993.4,Femenino,No,Si,Si,49-60,Si,Fibra Optica,Si,Si,Si,No,No,Si,Mes a Mes,No,Transferencia Bancaria,Clientes Retenidos
3195-TQDZX,20.25,61.45,Masculino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
3128-YOVTD,79.15,4018.55,Femenino,No,Si,Si,49-60,No,Fibra Optica,Si,No,Si,No,No,No,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
0529-ONKER,75.65,1146.65,Masculino,Si,No,No,13-24,Si,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
1728-CXQBE,94.25,6081.4,Masculino,Si,Si,No,> 60,Si,Fibra Optica,Si,Si,Si,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
7041-TXQJH,40.2,1478.85,Femenino,No,No,No,37-48,Sin Servicio Telefonico,DSL,No,Si,No,No,No,Si,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
5014-GSOUQ,19.95,243.65,Masculino,No,No,No,13-24,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Cheque por Correo,Clientes Retenidos
5724-BIDBU,55.35,2633.95,Masculino,No,Si,No,49-60,Si,DSL,Si,No,No,No,No,No,Dos Años,Si,Cheque Electronico,Clientes Retenidos
0481-SUMCB,102.15,4735.35,Femenino,Si,No,No,37-48,Si,Fibra Optica,Si,Si,No,No,Si,Si,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
1769-GRUIK,71.1,1247.75,Femenino,No,No,No,13-24,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
5240-IJOQT,74.7,74.7,Masculino,Si,No,No,1-6,Si,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
8819-WFGGJ,54.1,3794.5,Masculino,No,Si,No,> 60,Sin Servicio Telefonico,DSL,No,Si,No,No,Si,Si,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
7427-AUFPY,19.65,1008.7,Masculino,No,No,No,49-60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Tarjeta de Credito,Clientes Retenidos
2811-POVEX,88.45,2130.55,Femenino,Si,Si,Si,13-24,No,Fibra Optica,Si,Si,Si,No,No,Si,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
1092-GANHU,76.65,1313.55,Masculino,No,No,No,13-24,No,Fibra Optica,Si,Si,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
7898-PDWQE,80.4,5727.15,Masculino,No,Si,No,> 60,Si,DSL,Si,Si,Si,Si,No,Si,Un Año,No,Tarjeta de Credito,Clientes Retenidos
9972-EWRJS,19.25,1372.9,Femenino,No,Si,Si,> 60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
9314-IJWSQ,84.8,1203.9,Femenino,No,Si,Si,13-24,Si,Fibra Optica,Si,No,No,No,Si,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
0661-XEYAN,25.8,25.8,Femenino,Si,No,No,1-6,Sin Servicio Telefonico,DSL,No,No,No,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes No Retenidos
5799-JRCZO,19.5,1215.1,Femenino,No,No,Si,> 60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Tarjeta de Credito,Clientes Retenidos
1921-KYSAY,68.6,2877.05,Femenino,No,No,No,37-48,Si,DSL,Si,Si,No,Si,No,Si,Dos Años,Si,Cheque Electronico,Clientes Retenidos
6198-RTPMF,92.6,1579.7,Femenino,No,Si,No,13-24,Si,Fibra Optica,Si,No,No,No,Si,Si,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
2924-KHUVI,100.55,5514.95,Masculino,No,Si,No,49-60,Si,Fibra Optica,Si,No,No,No,Si,Si,Dos Años,Si,Cheque Electronico,Clientes Retenidos
1925-GMVBW,20.55,96.1,Femenino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Tarjeta de Credito,Clientes Retenidos
7881-EVUAD,42.6,72.4,Femenino,No,No,No,1-6,Sin Servicio Telefonico,DSL,No,No,Si,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
6184-DYUOB,19.6,55.25,Femenino,No,Si,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
9207-ZPANB,67.45,2443.3,Masculino,No,No,No,37-48,Si,DSL,Si,Si,Si,Si,No,No,Dos Años,No,Cheque Electronico,Clientes Retenidos
5766-XQXMQ,68.85,1970.5,Femenino,No,No,No,25-36,No,DSL,Si,Si,Si,No,No,Si,Mes a Mes,Si,Transferencia Bancaria,Clientes No Retenidos
9327-QSDED,43.55,335.4,Masculino,No,No,No,7-12,No,DSL,Si,No,No,No,No,No,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
1656-DRSMG,109.85,7002.95,Femenino,No,No,No,> 60,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
3012-VFFMN,20.65,158.95,Femenino,No,Si,Si,7-12,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
2984-AFWNC,95.4,293.15,Femenino,No,No,No,1-6,No,Fibra Optica,Si,No,Si,No,Si,Si,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
0640-YJTPY,21.0,1493.75,Masculino,No,Si,Si,> 60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Transferencia Bancaria,Clientes Retenidos
8096-LOIST,56.2,1093.4,Femenino,No,No,No,13-24,No,DSL,Si,No,No,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
9764-REAFF,18.4,1057.85,Femenino,No,Si,No,49-60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Transferencia Bancaria,Clientes Retenidos
3703-VAVCL,90.0,190.05,Masculino,No,Si,Si,1-6,No,Fibra Optica,Si,Si,No,Si,No,Si,Mes a Mes,No,Tarjeta de Credito,Clientes No Retenidos
7107-UBYKY,25.75,882.55,Femenino,No,Si,Si,25-36,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
4881-GQJTW,19.6,300.4,Masculino,No,No,No,13-24,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Tarjeta de Credito,Clientes Retenidos
8519-QJGJD,75.35,1025.95,Femenino,No,No,No,13-24,No,Fibra Optica,Si,Si,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
7876-DNYAP,19.8,1436.95,Femenino,No,Si,Si,> 60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Tarjeta de Credito,Clientes Retenidos
7905-NJMXS,64.2,475,Masculino,Si,Si,No,7-12,Si,DSL,Si,No,Si,Si,No,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
2882-WDTBA,75.75,5388.15,Masculino,No,Si,Si,> 60,No,DSL,Si,Si,Si,Si,Si,No,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
2091-GPPIQ,78.95,5730.15,Femenino,No,Si,Si,> 60,Si,DSL,Si,No,Si,Si,Si,Si,Un Año,Si,Cheque Electronico,Clientes Retenidos
6326-MTTXK,100.85,819.55,Masculino,No,No,No,7-12,Si,Fibra Optica,Si,No,Si,No,Si,Si,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
5071-FBJFS,50.3,217.1,Femenino,No,Si,Si,1-6,No,DSL,Si,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
2796-UUZZO,80.3,4896.35,Masculino,No,Si,Si,> 60,No,Fibra Optica,Si,Si,Si,No,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
2429-AYKKO,19.85,1434.1,Masculino,No,No,No,> 60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Transferencia Bancaria,Clientes Retenidos
9798-OPFEM,21.1,937.1,Femenino,No,No,No,37-48,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,Si,Cheque Electronico,Clientes Retenidos
0330-IVZHA,69.95,330.15,Femenino,No,Si,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
3794-NFNCH,50.0,1474.9,Masculino,No,Si,No,25-36,No,DSL,Si,Si,No,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
5193-QLVZB,104.75,6536.5,Masculino,No,No,No,> 60,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
7114-AEOZE,19.85,1128.1,Femenino,No,No,No,49-60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Transferencia Bancaria,Clientes Retenidos
2886-KEFUM,107.5,6873.75,Femenino,No,Si,No,> 60,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Dos Años,Si,Cheque Electronico,Clientes No Retenidos
5522-NYKPB,85.9,2199.05,Masculino,No,Si,Si,25-36,No,Fibra Optica,Si,No,No,Si,Si,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
4237-RLAQD,45.85,45.85,Masculino,No,No,No,1-6,No,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes No Retenidos
9957-YODKZ,80.8,457.1,Masculino,Si,Si,No,1-6,Si,Fibra Optica,Si,Si,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
6518-KZXCB,25.25,566.5,Masculino,No,No,No,13-24,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Cheque por Correo,Clientes Retenidos
2245-ADZFJ,80.55,2471.6,Femenino,No,Si,Si,25-36,Si,DSL,Si,No,Si,Si,Si,Si,Un Año,No,Transferencia Bancaria,Clientes Retenidos
7776-QGYJC,81.5,3107.3,Femenino,No,Si,Si,37-48,No,Fibra Optica,Si,Si,No,Si,No,No,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
9313-QOLTZ,20.9,518.3,Masculino,No,No,No,25-36,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
9651-GTSAQ,106.1,5769.75,Femenino,No,Si,No,49-60,No,Fibra Optica,Si,Si,Si,No,Si,Si,Dos Años,Si,Transferencia Bancaria,Clientes No Retenidos
3186-BAXNB,91.7,91.7,Femenino,No,No,No,1-6,No,Fibra Optica,Si,No,Si,Si,Si,No,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
4672-FOTSD,67.25,832.3,Masculino,No,No,No,7-12,Si,DSL,Si,No,Si,Si,No,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
0637-YLETY,95.6,1555.65,Femenino,No,No,No,13-24,Si,Fibra Optica,Si,Si,Si,No,No,Si,Mes a Mes,Si,Tarjeta de Credito,Clientes No Retenidos
9818-XQCUV,20.35,45.3,Femenino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
7338-ERIVA,45.05,1790.6,Masculino,No,No,Si,37-48,Sin Servicio Telefonico,DSL,No,No,No,Si,Si,No,Dos Años,No,Transferencia Bancaria,Clientes Retenidos
1157-BQCUW,74.95,74.95,Masculino,No,No,No,1-6,Si,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
8259-NFJTV,34.65,246.6,Femenino,No,Si,Si,7-12,Sin Servicio Telefonico,DSL,No,No,No,Si,No,No,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
3223-DWFIO,69.35,261.65,Masculino,Si,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
2660-EMUBI,95.35,898.35,Masculino,Si,No,No,7-12,Si,Fibra Optica,Si,No,No,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
6968-GMKPR,81.55,4509.5,Femenino,No,No,No,49-60,No,Fibra Optica,Si,Si,Si,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
4751-ERMAN,75.4,5480.25,Masculino,No,Si,Si,> 60,No,DSL,Si,Si,Si,No,Si,Si,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
1436-ZMJAN,67.8,653.15,Femenino,No,Si,No,7-12,No,DSL,Si,Si,No,No,Si,Si,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
3292-PBZEJ,111.4,1183.05,Masculino,Si,No,No,7-12,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
0799-DDIHE,46.3,639.45,Femenino,No,Si,Si,13-24,No,DSL,Si,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
3070-FNFZQ,20.4,478.75,Femenino,No,Si,Si,13-24,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Transferencia Bancaria,Clientes Retenidos
2812-SFXMJ,20.05,20.05,Masculino,No,No,Si,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
7675-OZCZG,45.0,127.1,Femenino,Si,No,No,1-6,No,DSL,Si,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
5014-WUQMG,96.1,4391.45,Masculino,No,Si,Si,37-48,No,Fibra Optica,Si,Si,Si,No,No,Si,Dos Años,Si,Cheque Electronico,Clientes Retenidos
5312-TSZVC,19.65,270.6,Femenino,No,No,Si,13-24,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Cheque por Correo,Clientes Retenidos
2003-CKLOR,99.5,6710.5,Masculino,No,No,No,> 60,No,Fibra Optica,Si,Si,Si,No,Si,Si,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
0993-OSGPT,60.65,3975.9,Femenino,Si,Si,No,> 60,No,DSL,Si,Si,Si,Si,No,No,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
9254-RBFON,98.6,1704.95,Femenino,No,Si,Si,13-24,No,Fibra Optica,Si,Si,No,Si,Si,Si,Dos Años,No,Transferencia Bancaria,Clientes No Retenidos
1205-WNWPJ,59.5,415.95,Femenino,No,No,No,7-12,No,DSL,Si,No,No,Si,Si,No,Mes a Mes,Si,Cheque por Correo,Clientes No Retenidos
9391-EOYLI,80.45,950.2,Masculino,Si,Si,No,7-12,No,Fibra Optica,Si,No,No,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
7108-DGVUU,71.7,1497.05,Femenino,Si,Si,No,13-24,Si,DSL,Si,Si,Si,No,No,Si,Dos Años,No,Transferencia Bancaria,Clientes Retenidos
2782-JEEBU,36.0,780.15,Masculino,No,No,No,13-24,Sin Servicio Telefonico,DSL,No,No,Si,Si,No,No,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
5127-BZENZ,65.2,3512.15,Femenino,No,Si,Si,49-60,Si,DSL,Si,No,No,No,Si,No,Dos Años,No,Transferencia Bancaria,Clientes Retenidos
2720-FVBQP,48.95,273.25,Femenino,No,Si,Si,1-6,Si,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
9906-NHHVC,53.5,3517.9,Femenino,Si,No,No,> 60,Sin Servicio Telefonico,DSL,No,Si,Si,No,Si,Si,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
4522-XRWWI,80.45,3375.9,Masculino,No,Si,No,37-48,Si,DSL,Si,No,No,Si,Si,Si,Dos Años,No,Tarjeta de Credito,Clientes Retenidos
3766-EJLFL,109.05,7508.55,Femenino,No,Si,Si,> 60,Si,Fibra Optica,Si,Si,No,Si,Si,Si,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
5939-SXWHM,26.3,1245.05,Masculino,No,Si,Si,37-48,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Transferencia Bancaria,Clientes Retenidos
8152-UOBNY,106.8,5347.95,Femenino,Si,No,No,49-60,Si,Fibra Optica,Si,No,Si,Si,Si,Si,Dos Años,Si,Cheque Electronico,Clientes Retenidos
